,Area,Room,Parking,Warehouse,Elevator,Address,Price(USD),PriceGrade,AreaGrade,Price(meter²),Price(Neighborhood)
2736,65,1,False,False,True,Saadat Abad,116333.33,Budget,Medium,1789.7435384615385,316291.9895348837
2668,88,2,False,True,False,Air force,83333.33,Budget,Medium,946.9696590909091,106259.999
2447,105,2,True,True,True,Pardis,25333.33,Budget,Large,241.26980952380953,25927.39732876712
243,120,2,True,True,True,Southern Program Organization,142000.0,Budget,Large,1183.3333333333333,93652.17434782608
731,230,3,True,True,True,Heravi,460000.0,Affordable,Huge,2000.0,268728.98521739134
984,95,2,True,True,True,Ostad Moein,86666.67,Budget,Large,912.2807368421053,64229.26865853659
1700,65,2,True,True,False,Punak,75000.0,Budget,Medium,1153.8461538461538,124276.81161490682
2406,70,2,True,True,True,Zafar,175000.0,Budget,Medium,2500.0,439146.66799999995
1007,50,1,True,True,True,West Ferdows Boulevard,65000.0,Budget,Small,1300.0,103524.82772413793
127,100,2,True,True,False,Qarchak,40000.0,Budget,Large,400.0,24224.0
1338,78,2,True,True,True,Parand,7000.0,Budget,Medium,89.74358974358974,17453.01874015748
2964,92,2,True,True,True,Parand,19666.67,Budget,Large,213.76815217391302,17453.01874015748
729,420,5,True,True,False,Andisheh,366666.67,Affordable,Huge,873.0158809523809,62586.42602409639
2743,100,2,False,False,False,Northren Jamalzadeh,120000.0,Budget,Large,1200.0,116880.95214285715
1996,200,3,True,True,True,Aqdasieh,443333.33,Affordable,VeryLarge,2216.66665,585999.9996
1145,65,1,True,True,True,Shahran,74000.0,Budget,Medium,1138.4615384615386,99525.1286923077
2197,58,2,False,True,False,Jeyhoon,40333.33,Budget,Small,695.4022413793103,58270.00021978022
3454,105,2,True,True,True,Dorous,186666.67,Budget,Large,1777.7778095238095,624487.1799999999
410,246,3,True,True,True,Ekhtiarieh,750000.0,Economy,Huge,3048.7804878048782,337801.5880952381
1939,93,2,True,True,True,Atabak,43333.33,Budget,Large,465.9497849462366,38738.886666666665
2737,88,2,False,True,True,Shahrake Quds,25000.0,Budget,Medium,284.09090909090907,30233.333999999995
3014,64,2,True,True,True,Punak,74666.67,Budget,Medium,1166.66671875,124276.81161490682
2051,115,3,False,True,True,Farmanieh,230000.0,Budget,Large,2000.0,697242.6898245614
3007,44,1,False,False,False,Northern Janatabad,55000.0,Budget,Small,1250.0,109611.11090909092
1418,140,2,True,True,True,Pasdaran,333333.33,Affordable,VeryLarge,2380.952357142857,309631.8181818182
2853,75,2,True,False,True,Fallah,40000.0,Budget,Medium,533.3333333333334,34040.74222222222
2508,83,2,True,True,False,Damavand,51666.67,Budget,Medium,622.49,122108.69521739132
3385,100,2,True,True,True,Saadat Abad,151666.67,Budget,Large,1516.6667000000002,316291.9895348837
3224,50,1,True,True,False,Azarbaijan,41666.67,Budget,Small,833.3334,78347.2225
2113,91,2,True,True,True,West Ferdows Boulevard,120000.0,Budget,Large,1318.6813186813188,103524.82772413793
3427,85,2,False,True,True,Central Janatabad,106666.67,Budget,Medium,1254.902,116287.03677777779
2965,83,2,True,True,True,Mirdamad,163333.33,Budget,Medium,1967.8714457831325,346266.6653333333
1844,66,2,True,True,True,Qalandari,141666.67,Budget,Medium,2146.4646969696973,257606.0609090909
1569,112,2,True,True,True,Yousef Abad,186666.67,Budget,Large,1666.6666964285716,234399.12315789473
2180,78,2,True,True,False,Sattarkhan,70000.0,Budget,Medium,897.4358974358975,188166.66583333336
710,86,2,True,True,True,Pardis,20000.0,Budget,Medium,232.5581395348837,25927.39732876712
563,84,2,True,True,True,Pardis,18666.67,Budget,Medium,222.2222619047619,25927.39732876712
621,67,2,True,True,False,Central Janatabad,80000.0,Budget,Medium,1194.0298507462687,116287.03677777779
215,180,3,True,True,True,Farmanieh,690000.0,Economy,VeryLarge,3833.3333333333335,697242.6898245614
3347,78,2,True,True,True,Farmanieh,240000.0,Budget,Medium,3076.923076923077,697242.6898245614
3340,157,3,True,True,True,Marzdaran,340000.0,Affordable,VeryLarge,2165.605095541401,315572.7272727273
2695,96,2,True,True,True,Shahr-e-Ziba,176000.0,Budget,Large,1833.3333333333333,103462.99724770641
541,115,2,True,True,True,Andisheh,63333.33,Budget,Large,550.7246086956521,62586.42602409639
3292,69,2,True,True,False,Andisheh,32666.67,Budget,Medium,473.42999999999995,62586.42602409639
632,100,2,True,True,True,Heravi,183333.33,Budget,Large,1833.3332999999998,268728.98521739134
296,82,2,True,True,True,Shahran,118333.33,Budget,Medium,1443.0893902439025,99525.1286923077
1674,65,2,True,True,True,Jeyhoon,46666.67,Budget,Medium,717.9487692307692,58270.00021978022
1517,67,2,True,True,True,Feiz Garden,70666.67,Budget,Medium,1054.7264179104477,101877.19315789473
1273,65,1,True,True,True,Shahran,62666.67,Budget,Medium,964.1026153846153,99525.1286923077
1013,57,1,True,True,True,Ostad Moein,53333.33,Budget,Small,935.672456140351,64229.26865853659
1549,75,2,True,True,False,Central Janatabad,91666.67,Budget,Medium,1222.2222666666667,116287.03677777779
645,100,3,True,True,True,Pardis,16666.67,Budget,Large,166.6667,25927.39732876712
2369,43,1,False,True,True,Si Metri Ji,25000.0,Budget,Small,581.3953488372093,56175.36217391305
2111,115,2,True,True,True,Central Janatabad,162333.33,Budget,Large,1411.5941739130433,116287.03677777779
1687,198,3,True,True,True,Gheitarieh,450000.0,Affordable,VeryLarge,2272.7272727272725,357490.47642857145
2605,64,1,True,True,True,Robat Karim,11666.67,Budget,Medium,182.29171875,10916.67
3192,80,2,True,True,True,Shahran,86333.33,Budget,Medium,1079.166625,99525.1286923077
1117,94,2,True,True,True,Villa,137666.67,Budget,Large,1464.5390425531916,137666.67
2522,68,2,False,True,True,Parand,10333.33,Budget,Medium,151.96073529411765,17453.01874015748
2882,66,1,False,True,False,Andisheh,25000.0,Budget,Medium,378.7878787878788,62586.42602409639
928,72,2,True,True,True,West Ferdows Boulevard,83333.33,Budget,Medium,1157.4073611111112,103524.82772413793
3057,40,1,False,True,True,Komeil,27000.0,Budget,Tiny,675.0,38357.575454545455
2091,53,1,False,True,True,Narmak,45000.0,Budget,Small,849.0566037735849,131330.6668
3266,60,1,False,False,False,Parand,10000.0,Budget,Small,166.66666666666666,17453.01874015748
3100,750,5,True,True,False,Varamin - Beheshti,116666.67,Budget,Massive,155.55555999999999,116666.67
754,131,2,True,True,True,Saadat Abad,266000.0,Budget,VeryLarge,2030.5343511450383,316291.9895348837
1403,360,4,True,True,True,Niavaran,1266666.67,MidRange,Huge,3518.5185277777778,663106.8627941177
3322,82,2,True,True,True,Central Janatabad,100000.0,Budget,Medium,1219.5121951219512,116287.03677777779
1081,133,4,True,True,False,Jeyhoon,156666.67,Budget,VeryLarge,1177.944887218045,58270.00021978022
520,64,2,True,True,True,Saadat Abad,106666.67,Budget,Medium,1666.66671875,316291.9895348837
149,63,2,True,True,True,Southern Janatabad,66666.67,Budget,Medium,1058.201111111111,105948.38731182796
295,84,2,True,True,True,Shahran,113333.33,Budget,Medium,1349.2063095238095,99525.1286923077
235,170,3,True,True,True,Farmanieh,511666.67,Affordable,VeryLarge,3009.8039411764703,697242.6898245614
351,198,3,True,True,True,Farmanieh,924000.0,Economy,VeryLarge,4666.666666666667,697242.6898245614
3075,72,2,False,False,False,Parand,12666.67,Budget,Medium,175.9259722222222,17453.01874015748
748,64,2,True,True,False,Andisheh,32000.0,Budget,Medium,500.0,62586.42602409639
3443,61,2,False,True,False,Andisheh,15333.33,Budget,Medium,251.3660655737705,62586.42602409639
204,48,1,True,True,True,West Ferdows Boulevard,64000.0,Budget,Small,1333.3333333333333,103524.82772413793
1755,110,1,True,True,True,Central Janatabad,148333.33,Budget,Large,1348.4848181818181,116287.03677777779
304,92,2,True,True,True,Feiz Garden,130000.0,Budget,Large,1413.0434782608695,101877.19315789473
1533,66,2,True,False,True,Ostad Moein,52666.67,Budget,Medium,797.9798484848485,64229.26865853659
2312,50,1,False,True,False,Salsabil,21333.33,Budget,Small,426.6666,46566.97266666666
2758,71,2,True,True,True,North Program Organization,72000.0,Budget,Medium,1014.0845070422536,247240.74074074073
1676,200,3,True,True,True,Heravi,466666.67,Affordable,VeryLarge,2333.33335,268728.98521739134
1568,80,2,False,True,False,Shahrake Qods,40000.0,Budget,Medium,500.0,30030.72463768116
378,72,2,True,True,False,Northern Janatabad,79333.33,Budget,Medium,1101.8518055555555,109611.11090909092
894,78,2,True,True,True,West Ferdows Boulevard,88333.33,Budget,Medium,1132.4785897435897,103524.82772413793
3286,144,3,True,True,True,Gheitarieh,241666.67,Budget,VeryLarge,1678.240763888889,357490.47642857145
2712,114,2,True,True,True,Mehran,228000.0,Budget,Large,2000.0,170291.66625
1820,300,4,True,True,True,Saadat Abad,1000000.0,Standard,Huge,3333.3333333333335,316291.9895348837
71,74,2,True,True,True,Amirieh,56666.67,Budget,Medium,765.7658108108108,59680.556666666664
1049,130,3,True,True,True,Feiz Garden,186666.67,Budget,VeryLarge,1435.8974615384616,101877.19315789473
2269,70,2,True,True,False,Punak,89333.33,Budget,Medium,1276.1904285714286,124276.81161490682
1195,100,2,True,True,True,Shahr-e-Ziba,170000.0,Budget,Large,1700.0,103462.99724770641
3029,105,2,False,False,False,West Ferdows Boulevard,105000.0,Budget,Large,1000.0,103524.82772413793
1419,100,2,True,True,True,Punak,188333.33,Budget,Large,1883.3332999999998,124276.81161490682
2468,700,3,True,True,False,Damavand,150000.0,Budget,Massive,214.28571428571428,122108.69521739132
853,136,3,True,True,True,Punak,251666.67,Budget,VeryLarge,1850.4902205882354,124276.81161490682
120,139,3,True,True,True,Gisha,243333.33,Budget,VeryLarge,1750.5994964028775,183903.70222222223
1746,113,2,True,True,True,Ekhtiarieh,143333.33,Budget,Large,1268.4365486725662,337801.5880952381
2433,95,2,True,True,True,Andisheh,40000.0,Budget,Large,421.05263157894734,62586.42602409639
519,89,2,True,True,True,Moniriyeh,68233.33,Budget,Medium,766.6666292134831,72066.66500000001
1809,62,1,True,True,True,West Ferdows Boulevard,88333.33,Budget,Medium,1424.7311290322582,103524.82772413793
2086,65,2,True,True,False,Jeyhoon,48333.33,Budget,Medium,743.5896923076923,58270.00021978022
1086,45,1,True,True,False,Jeyhoon,34333.33,Budget,Small,762.962888888889,58270.00021978022
2013,202,3,True,True,True,Aqdasieh,490000.0,Affordable,Huge,2425.7425742574255,585999.9996
1934,173,3,True,True,True,Niavaran,366666.67,Affordable,VeryLarge,2119.4605202312136,663106.8627941177
2752,73,2,False,True,False,West Ferdows Boulevard,61333.33,Budget,Medium,840.182602739726,103524.82772413793
2249,120,3,True,True,True,Yousef Abad,233333.33,Budget,Large,1944.4444166666665,234399.12315789473
2836,330,3,True,True,True,Farmanieh,1540000.0,MidRange,Huge,4666.666666666667,697242.6898245614
940,58,1,True,True,True,East Ferdows Boulevard,62000.0,Budget,Small,1068.9655172413793,128490.54027027027
2713,60,2,True,True,False,Central Janatabad,70000.0,Budget,Small,1166.6666666666667,116287.03677777779
838,115,3,True,True,True,Punak,166666.67,Budget,Large,1449.275391304348,124276.81161490682
738,161,3,True,True,True,Dorous,433333.33,Affordable,VeryLarge,2691.5113664596274,624487.1799999999
1315,44,1,False,True,False,Pirouzi,26333.33,Budget,Small,598.4847727272728,72499.99968253968
344,192,4,True,True,True,Saadat Abad,733333.33,Economy,VeryLarge,3819.4444270833333,316291.9895348837
1056,65,2,True,True,True,Southern Janatabad,90000.0,Budget,Medium,1384.6153846153845,105948.38731182796
1187,135,2,True,True,True,Dorous,333333.33,Affordable,VeryLarge,2469.135777777778,624487.1799999999
2480,80,2,True,True,True,Hor Square,62483.33,Budget,Medium,781.0416250000001,52474.165
2184,350,4,True,True,True,Niavaran,2400000.0,HighEnd,Huge,6857.142857142857,663106.8627941177
2847,63,1,True,True,True,Ostad Moein,42666.67,Budget,Medium,677.2487301587302,64229.26865853659
967,65,2,True,True,True,Shahran,71666.67,Budget,Medium,1102.5641538461539,99525.1286923077
2504,182,3,True,True,True,Marzdaran,386666.67,Affordable,VeryLarge,2124.5421428571426,315572.7272727273
1635,62,2,True,True,False,Ekhtiarieh,110000.0,Budget,Medium,1774.1935483870968,337801.5880952381
1264,79,2,True,True,True,Central Janatabad,99966.67,Budget,Medium,1265.4008860759493,116287.03677777779
2063,90,2,True,True,True,Shahran,106666.67,Budget,Medium,1185.1852222222221,99525.1286923077
1523,99,2,True,True,True,Punak,140000.0,Budget,Large,1414.141414141414,124276.81161490682
83,300,3,True,True,False,Baghestan,50000.0,Budget,Huge,166.66666666666666,23562.50125
3206,53,1,False,True,True,Narmak,76666.67,Budget,Small,1446.5409433962263,131330.6668
1398,70,2,True,True,True,Tenant,67666.67,Budget,Medium,966.6667142857143,62402.89956521739
2105,56,1,False,True,False,Ostad Moein,40000.0,Budget,Small,714.2857142857143,64229.26865853659
3070,68,1,False,False,False,Heravi,137166.67,Budget,Medium,2017.1569117647061,268728.98521739134
1134,82,2,True,True,True,West Ferdows Boulevard,116666.67,Budget,Medium,1422.7642682926828,103524.82772413793
3229,72,2,False,False,False,Pirouzi,79200.0,Budget,Medium,1100.0,72499.99968253968
3402,65,1,True,True,True,Jeyhoon,57500.0,Budget,Medium,884.6153846153846,58270.00021978022
22,65,1,True,True,True,Shahran,62666.67,Budget,Medium,964.1026153846153,99525.1286923077
811,155,3,True,True,True,Gheitarieh,326666.67,Affordable,VeryLarge,2107.5269032258066,357490.47642857145
1123,100,2,True,True,True,Hakimiyeh,103333.33,Budget,Large,1033.3333,104199.99799999999
895,54,1,True,True,True,East Ferdows Boulevard,71666.67,Budget,Small,1327.1605555555554,128490.54027027027
1535,101,2,True,True,True,Central Janatabad,156666.67,Budget,Large,1551.1551485148516,116287.03677777779
2970,115,3,True,True,False,Gheitarieh,213333.33,Budget,Large,1855.0724347826085,357490.47642857145
2230,125,3,True,True,True,Yousef Abad,281666.67,Budget,VeryLarge,2253.33336,234399.12315789473
3116,120,3,True,True,True,Persian Gulf Martyrs Lake,58333.33,Budget,Large,486.11108333333334,102752.65125000001
2547,165,3,True,True,True,Gheitarieh,328333.33,Affordable,VeryLarge,1989.8989696969697,357490.47642857145
2499,115,2,True,True,True,East Pars,180000.0,Budget,Large,1565.2173913043478,73315.41625000001
3343,110,2,True,True,True,Pasdaran,293333.33,Budget,Large,2666.6666363636364,309631.8181818182
3078,93,2,True,True,True,Shahran,96000.0,Budget,Large,1032.258064516129,99525.1286923077
1721,120,2,True,True,True,Ekhtiarieh,256666.67,Budget,Large,2138.888916666667,337801.5880952381
1455,65,1,True,True,True,Gheitarieh,140833.33,Budget,Medium,2166.6666153846154,357490.47642857145
1622,85,2,True,True,True,Shahr-e-Ziba,115000.0,Budget,Medium,1352.9411764705883,103462.99724770641
1784,83,2,True,True,True,Jeyhoon,73333.33,Budget,Medium,883.5340963855422,58270.00021978022
2189,78,2,True,True,False,Sattarkhan,67000.0,Budget,Medium,858.974358974359,188166.66583333336
2157,95,2,True,True,True,Hashemi,78333.33,Budget,Large,824.5613684210526,42866.666923076926
267,78,2,True,True,True,Southern Janatabad,120000.0,Budget,Medium,1538.4615384615386,105948.38731182796
515,282,2,True,True,True,Niavaran,1000000.0,Standard,Huge,3546.099290780142,663106.8627941177
3212,40,2,False,False,False,Salsabil,27666.67,Budget,Tiny,691.66675,46566.97266666666
1766,90,2,True,True,True,Southern Janatabad,126000.0,Budget,Medium,1400.0,105948.38731182796
2778,74,2,True,True,True,Pirouzi,73333.33,Budget,Medium,990.990945945946,72499.99968253968
1858,95,2,True,True,True,Ostad Moein,98333.33,Budget,Large,1035.0876842105263,64229.26865853659
3352,193,3,True,True,True,Kook,433333.33,Affordable,VeryLarge,2245.250414507772,288748.1466666667
385,105,2,True,True,True,Saadat Abad,190000.0,Budget,Large,1809.5238095238096,316291.9895348837
3421,120,3,True,True,True,Sattarkhan,180000.0,Budget,Large,1500.0,188166.66583333336
3418,51,1,False,False,True,Ostad Moein,36666.67,Budget,Small,718.9543137254901,64229.26865853659
1074,121,3,True,True,True,Pardis,20333.33,Budget,VeryLarge,168.04404958677688,25927.39732876712
2991,73,1,True,True,True,West Pars,73333.33,Budget,Medium,1004.5661643835616,145878.78636363635
212,58,2,True,True,True,Shahran,73333.33,Budget,Small,1264.3677586206898,99525.1286923077
1181,71,2,True,True,True,East Ferdows Boulevard,84333.33,Budget,Medium,1187.7933802816901,128490.54027027027
1778,53,1,False,False,False,Shahrake Qods,13166.67,Budget,Small,248.4277358490566,30030.72463768116
1222,65,2,False,True,False,Feiz Garden,63333.33,Budget,Medium,974.3589230769231,101877.19315789473
1548,105,2,True,True,True,Pardis,18000.0,Budget,Large,171.42857142857142,25927.39732876712
627,245,3,True,True,True,Farmanieh,735000.0,Economy,Huge,3000.0,697242.6898245614
897,100,2,True,True,True,East Ferdows Boulevard,116666.67,Budget,Large,1166.6667,128490.54027027027
3155,55,1,True,True,True,West Ferdows Boulevard,71666.67,Budget,Small,1303.0303636363635,103524.82772413793
1759,105,2,True,True,True,Pardis,25000.0,Budget,Large,238.0952380952381,25927.39732876712
421,75,2,True,True,False,Shahr-e-Ziba,63000.0,Budget,Medium,840.0,103462.99724770641
2548,240,4,True,True,False,Andisheh,190000.0,Budget,Huge,791.6666666666666,62586.42602409639
1359,110,2,True,True,True,Pardis,17833.33,Budget,Large,162.12118181818184,25927.39732876712
339,320,4,True,True,True,Saadat Abad,1333333.33,MidRange,Huge,4166.66665625,316291.9895348837
938,111,3,True,True,True,Persian Gulf Martyrs Lake,116666.67,Budget,Large,1051.051081081081,102752.65125000001
352,80,2,True,True,True,North Program Organization,103333.33,Budget,Medium,1291.666625,247240.74074074073
518,170,2,True,True,True,Kook,238000.0,Budget,VeryLarge,1400.0,288748.1466666667
2085,95,2,True,True,True,Golestan,31666.67,Budget,Large,333.3333684210526,94322.916875
2222,110,3,True,True,True,Jordan,205333.33,Budget,Large,1866.6666363636361,310072.22277777776
1718,95,2,True,True,True,Ostad Moein,99666.67,Budget,Large,1049.122842105263,64229.26865853659
879,128,3,True,True,True,Marzdaran,173333.33,Budget,VeryLarge,1354.166640625,315572.7272727273
1695,50,1,True,True,True,Punak,83333.33,Budget,Small,1666.6666,124276.81161490682
1506,89,2,True,True,True,Shahrake Qods,53666.67,Budget,Medium,602.9962921348315,30030.72463768116
1543,87,2,False,False,True,Pardis,27000.0,Budget,Medium,310.3448275862069,25927.39732876712
2036,88,2,True,True,True,Shahrake Qods,37840.0,Budget,Medium,430.0,30030.72463768116
2182,90,2,True,True,True,Ray,60000.0,Budget,Medium,666.6666666666666,60218.51777777778
2528,52,1,True,True,False,Andisheh,22333.33,Budget,Small,429.48711538461544,62586.42602409639
81,151,3,True,True,True,Saadat Abad,340000.0,Affordable,VeryLarge,2251.655629139073,316291.9895348837
3020,105,2,True,True,True,Shahran,126666.67,Budget,Large,1206.349238095238,99525.1286923077
1730,75,2,True,True,False,Islamshahr,41666.67,Budget,Medium,555.5556,41914.10230769231
3288,110,3,True,True,True,Ozgol,218333.33,Budget,Large,1984.8484545454544,256423.333
581,110,2,True,True,True,Central Janatabad,150000.0,Budget,Large,1363.6363636363637,116287.03677777779
449,160,2,True,True,True,Pardis,64333.33,Budget,VeryLarge,402.08331250000003,25927.39732876712
3189,70,1,True,True,True,Shahran,75666.67,Budget,Medium,1080.9524285714285,99525.1286923077
430,660,5,True,True,False,Lavasan,1833333.33,UpperMid,Massive,2777.777772727273,1599999.9975
1366,55,2,False,False,False,Parastar,42666.67,Budget,Small,775.7576363636364,61458.33375
2140,44,1,False,True,False,Shahryar,19000.0,Budget,Small,431.8181818181818,72356.41
313,60,1,True,True,True,Southern Janatabad,73333.33,Budget,Small,1222.2221666666667,105948.38731182796
1009,165,3,True,True,True,Marzdaran,341000.0,Affordable,VeryLarge,2066.6666666666665,315572.7272727273
3304,63,1,True,True,True,Punak,73333.33,Budget,Medium,1164.0211111111112,124276.81161490682
3261,135,3,True,True,True,Saadat Abad,300000.0,Budget,VeryLarge,2222.222222222222,316291.9895348837
2484,70,2,True,True,True,Hor Square,13333.33,Budget,Medium,190.47614285714286,52474.165
828,750,5,True,True,True,Mahmoudieh,2500000.0,Luxury,Massive,3333.3333333333335,1115555.5566666666
3055,105,2,True,True,True,West Ferdows Boulevard,116666.67,Budget,Large,1111.1111428571428,103524.82772413793
2185,71,2,True,True,True,West Ferdows Boulevard,77666.67,Budget,Medium,1093.8967605633802,103524.82772413793
1883,123,3,True,True,True,Gheitarieh,246666.67,Budget,VeryLarge,2005.420081300813,357490.47642857145
2427,115,3,True,True,True,Islamshahr,55000.0,Budget,Large,478.2608695652174,41914.10230769231
284,500,2,True,True,False,Absard,130000.0,Budget,Huge,260.0,141111.11000000002
2386,63,2,True,True,True,Ostad Moein,55666.67,Budget,Medium,883.5979365079364,64229.26865853659
1999,202,3,False,False,False,Araj,443333.33,Affordable,Huge,2194.7194554455446,404444.44444444444
2627,180,3,True,True,True,Pasdaran,433333.33,Affordable,VeryLarge,2407.407388888889,309631.8181818182
185,71,2,True,True,True,Islamshahr,21000.0,Budget,Medium,295.77464788732397,41914.10230769231
650,145,3,True,True,True,Heravi,251366.67,Budget,VeryLarge,1733.5632413793105,268728.98521739134
2928,58,1,True,True,False,Chidz,100000.0,Budget,Small,1724.1379310344828,193333.335
2702,90,2,True,True,True,Shahr-e-Ziba,96666.67,Budget,Medium,1074.074111111111,103462.99724770641
2497,85,2,True,True,False,Shahrake Qods,21333.33,Budget,Medium,250.98035294117648,30030.72463768116
767,94,2,True,True,True,Andisheh,41666.67,Budget,Large,443.2624468085106,62586.42602409639
3267,108,2,True,True,True,Saadat Abad,286666.67,Budget,Large,2654.3210185185185,316291.9895348837
395,82,2,True,True,True,Punak,133933.33,Budget,Medium,1633.3332926829266,124276.81161490682
2256,135,3,True,True,True,Yousef Abad,333333.33,Affordable,VeryLarge,2469.135777777778,234399.12315789473
2243,120,3,True,True,True,Yousef Abad,266666.67,Budget,Large,2222.22225,234399.12315789473
1509,95,2,True,True,True,Andisheh,40000.0,Budget,Large,421.05263157894734,62586.42602409639
696,103,2,True,True,True,Northern Chitgar,34500.0,Budget,Large,334.9514563106796,34489.584375
3108,110,2,True,True,True,Shahran,135666.67,Budget,Large,1233.3333636363639,99525.1286923077
1816,68,2,True,True,True,West Ferdows Boulevard,96666.67,Budget,Medium,1421.5686764705881,103524.82772413793
3238,240,3,True,True,False,Elahieh,1152000.0,Standard,Huge,4800.0,892878.4305882353
1964,117,3,True,True,True,Shahrake Gharb,226666.67,Budget,Large,1937.3219658119658,398996.04508474574
1595,101,2,True,True,True,Gheitarieh,283333.33,Budget,Large,2805.280495049505,357490.47642857145
1,60,1,True,True,True,Shahran,61666.67,Budget,Small,1027.7778333333333,99525.1286923077
2,79,2,True,True,True,Pardis,18333.33,Budget,Medium,232.0674683544304,25927.39732876712
241,75,2,True,True,True,Islamshahr,23833.33,Budget,Medium,317.77773333333334,41914.10230769231
2432,73,2,True,True,False,Andisheh,28933.33,Budget,Medium,396.3469863013699,62586.42602409639
1600,105,2,True,True,True,Pardis,17500.0,Budget,Large,166.66666666666666,25927.39732876712
2574,80,2,True,True,False,Islamshahr,36666.67,Budget,Medium,458.333375,41914.10230769231
1735,110,2,False,True,True,Zafar,185000.0,Budget,Large,1681.8181818181818,439146.66799999995
0,63,1,True,True,True,Shahran,61666.67,Budget,Medium,978.8360317460317,99525.1286923077
2980,63,1,True,True,True,Sadeghieh,54000.0,Budget,Medium,857.1428571428571,158166.66666666666
1102,103,2,True,True,True,Central Janatabad,143333.33,Budget,Large,1391.5857281553397,116287.03677777779
2633,69,2,True,True,True,Shahran,86666.67,Budget,Medium,1256.0386956521738,99525.1286923077
247,81,2,True,False,True,Pardis,19666.67,Budget,Medium,242.79839506172837,25927.39732876712
2059,115,3,True,True,True,Shahrake Gharb,216666.67,Budget,Large,1884.0580000000002,398996.04508474574
941,94,2,True,True,False,Southern Program Organization,106666.67,Budget,Large,1134.7518085106383,93652.17434782608
1594,101,2,True,True,True,Gheitarieh,293333.33,Budget,Large,2904.2903960396043,357490.47642857145
2181,95,2,True,False,True,Ray,68333.33,Budget,Large,719.2982105263158,60218.51777777778
1852,98,2,True,True,True,Shahr-e-Ziba,106666.67,Budget,Large,1088.4354081632653,103462.99724770641
1495,45,1,True,True,True,Qasr-od-Dasht,43333.33,Budget,Small,962.962888888889,50485.71392857143
80,114,3,True,True,True,Sattarkhan,183333.33,Budget,Large,1608.1871052631577,188166.66583333336
411,168,3,True,True,True,Gheitarieh,466666.67,Affordable,VeryLarge,2777.7777976190473,357490.47642857145
2649,60,1,True,True,True,Parand,13000.0,Budget,Small,216.66666666666666,17453.01874015748
2308,64,2,True,True,False,Salsabil,36666.67,Budget,Medium,572.91671875,46566.97266666666
655,87,2,True,True,True,Pardis,16333.33,Budget,Medium,187.7394252873563,25927.39732876712
1212,63,1,True,True,True,Punak,116666.67,Budget,Medium,1851.8519047619047,124276.81161490682
2116,68,2,True,True,True,Shahr-e-Ziba,71666.67,Budget,Medium,1053.9216176470588,103462.99724770641
3191,122,4,True,False,True,Amirabad,80000.0,Budget,VeryLarge,655.7377049180328,137261.90357142856
711,75,2,True,True,True,Central Janatabad,110000.0,Budget,Medium,1466.6666666666667,116287.03677777779
375,105,2,True,True,True,Parand,47250.0,Budget,Large,450.0,17453.01874015748
2246,116,2,True,True,True,Shahran,154666.67,Budget,Large,1333.3333620689657,99525.1286923077
78,88,3,False,False,True,Parand,18666.67,Budget,Medium,212.12124999999997,17453.01874015748
469,101,2,True,True,True,West Ferdows Boulevard,123333.33,Budget,Large,1221.1220792079207,103524.82772413793
2324,38,1,True,True,True,Karoon,38000.0,Budget,Tiny,1000.0,39991.667499999996
2786,68,2,True,True,True,Ostad Moein,65666.67,Budget,Medium,965.6863235294118,64229.26865853659
2850,48,1,False,False,True,Fallah,23666.67,Budget,Small,493.05562499999996,34040.74222222222
1166,144,3,True,True,False,Pasdaran,266666.67,Budget,VeryLarge,1851.8518749999998,309631.8181818182
742,58,1,True,True,True,West Ferdows Boulevard,68333.33,Budget,Small,1178.1608620689656,103524.82772413793
14,95,2,True,True,True,Zafar,166666.67,Budget,Large,1754.3860000000002,439146.66799999995
2409,71,2,True,True,False,Jeyhoon,59333.33,Budget,Medium,835.6807042253521,58270.00021978022
935,53,1,True,True,True,Feiz Garden,70666.67,Budget,Small,1333.333396226415,101877.19315789473
1591,100,2,True,True,True,Gheitarieh,273333.33,Budget,Large,2733.3333000000002,357490.47642857145
2279,50,1,True,True,True,Ozgol,100000.0,Budget,Small,2000.0,256423.333
3182,149,3,True,True,True,Parand,70000.0,Budget,VeryLarge,469.7986577181208,17453.01874015748
944,56,1,True,True,True,Feiz Garden,66666.67,Budget,Small,1190.47625,101877.19315789473
1156,100,2,True,True,True,Northern Janatabad,170000.0,Budget,Large,1700.0,109611.11090909092
1275,130,3,True,True,True,Yousef Abad,260000.0,Budget,VeryLarge,2000.0,234399.12315789473
3351,128,3,True,True,True,Marzdaran,223333.33,Budget,VeryLarge,1744.791640625,315572.7272727273
1194,110,2,True,True,True,Central Janatabad,190000.0,Budget,Large,1727.2727272727273,116287.03677777779
2638,106,2,True,True,True,Zargandeh,186666.67,Budget,Large,1761.006320754717,235600.0
2040,60,2,True,True,True,Southern Janatabad,76666.67,Budget,Small,1277.7778333333333,105948.38731182796
2134,75,2,False,False,False,Baghestan,20000.0,Budget,Medium,266.6666666666667,23562.50125
180,86,2,True,True,True,Pardis,19333.33,Budget,Medium,224.8061627906977,25927.39732876712
2119,110,2,True,True,True,Shahr-e-Ziba,185000.0,Budget,Large,1681.8181818181818,103462.99724770641
484,117,3,True,True,True,East Ferdows Boulevard,153333.33,Budget,Large,1310.541282051282,128490.54027027027
